,MAGLIE,CAMICIE,GONNE,PANTALONI,VESTITI,GIACCHE
2015-05-05,28,13,1,20,7,5
2015-05-06,33,13,4,19,6,14
2015-05-07,28,11,2,12,14,6
2015-05-08,18,11,2,15,6,6
2015-05-09,57,18,2,33,9,14
2015-05-10,0,0,0,0,0,0
2015-05-11,19,9,1,18,11,6
2015-05-12,24,22,5,19,12,8
2015-05-13,18,13,1,13,9,5
2015-05-14,34,17,2,21,7,13
2015-05-15,36,18,1,24,4,11
2015-05-16,20,17,2,17,13,14
2015-05-17,0,0,0,0,0,0
2015-05-18,37,26,1,31,10,8
2015-05-19,38,17,0,24,12,9
2015-05-20,28,25,1,18,8,10
2015-05-21,28,20,0,20,14,15
2015-05-22,18,8,3,15,14,7
2015-05-23,31,14,3,21,6,14
2015-05-24,0,0,0,0,0,0
2015-05-25,21,8,4,14,9,7
2015-05-26,23,17,3,16,7,7
2015-05-27,16,20,0,19,13,11
2015-05-28,14,16,0,19,12,5
2015-05-29,22,22,3,19,5,5
2015-05-30,30,26,4,32,18,13
2015-05-31,0,0,0,0,0,0
2015-06-01,36,15,0,25,13,5
2015-06-02,27,16,6,15,16,7
2015-06-03,28,17,1,24,4,9
2015-06-04,20,26,0,29,19,10
2015-06-05,23,30,3,27,8,4
2015-06-06,26,30,2,30,18,4
2015-06-07,0,0,0,0,0,0
2015-06-08,22,14,1,22,8,4
2015-06-09,24,7,5,19,14,3
2015-06-10,30,19,3,20,9,3
2015-06-11,25,18,3,25,14,3
2015-06-12,24,14,2,21,16,2
2015-06-13,13,23,1,21,18,3
2015-06-14,0,0,0,0,0,0
2015-06-15,19,13,2,16,5,1
2015-06-16,14,28,3,15,14,3
2015-06-17,17,18,0,20,4,2
2015-06-18,33,8,1,8,10,2
2015-06-19,14,31,4,15,17,2
2015-06-20,10,22,1,14,15,1
2015-06-21,0,0,0,0,0,0
2015-06-22,12,14,0,12,6,0
2015-06-23,7,9,2,12,6,0
2015-06-24,18,12,4,8,6,3
2015-06-25,8,13,3,15,6,0
2015-06-26,7,9,1,12,11,1
2015-06-27,10,8,1,10,9,0
2015-06-28,0,0,0,0,0,0
2015-06-29,5,8,1,5,5,0
2015-06-30,10,14,1,13,11,1
2015-07-01,0,0,0,0,0,0
2015-07-02,0,0,0,0,0,0
2015-07-03,0,0,0,0,0,0
2015-07-04,0,0,0,0,0,0
2015-07-05,0,0,0,0,0,0
2015-07-06,0,0,0,0,0,0
2015-07-07,0,0,0,0,0,0
2015-07-08,0,1,0,3,1,0
2015-07-09,1,1,0,1,1,0
2015-07-10,3,1,0,0,3,2
2015-07-11,2,1,0,2,4,0
2015-07-12,0,0,0,0,0,0
2015-07-13,3,0,0,0,0,0
2015-07-14,4,1,1,1,1,0
2015-07-15,8,3,0,3,4,0
2015-07-16,3,2,1,3,3,1
2015-07-17,3,2,0,5,6,0
2015-07-18,10,0,0,8,6,0
2015-07-19,0,0,0,0,0,0
2015-07-20,10,0,0,1,2,2
2015-07-21,6,2,1,1,3,1
2015-07-22,4,6,1,4,4,2
2015-07-23,9,4,1,4,3,2
2015-07-24,11,9,0,12,4,2
2015-07-25,6,3,0,3,2,2
2015-07-26,0,0,0,0,0,0
2015-07-27,8,1,0,5,4,0
2015-07-28,8,4,0,7,6,1
2015-07-29,10,3,0,5,4,1
2015-07-30,2,4,0,3,2,1
2015-07-31,3,7,0,7,7,2
2015-08-01,8,5,0,9,7,1
2015-08-02,0,0,0,0,0,0
2015-08-03,6,6,1,5,4,2
2015-08-04,15,9,2,12,4,4
2015-08-05,11,4,1,5,1,2
2015-08-06,10,3,1,2,8,5
2015-08-07,7,5,1,2,6,0
2015-08-08,5,7,1,5,4,5
2015-08-09,0,0,0,0,0,0
2015-08-10,12,3,1,7,7,1
2015-08-11,16,3,1,9,8,5
2015-08-12,4,5,2,6,1,1
2015-08-13,10,3,3,8,5,2
2015-08-14,11,7,2,9,5,2
2015-08-15,0,0,0,0,0,0
2015-08-16,0,0,0,0,0,0
2015-08-17,18,6,2,18,5,3
2015-08-18,13,1,1,10,3,4
2015-08-19,12,5,1,16,5,3
2015-08-20,12,3,1,12,8,7
2015-08-21,4,8,0,8,6,5
2015-08-22,17,8,2,10,7,5
2015-08-23,0,0,0,0,0,0
2015-08-24,6,10,1,7,5,4
2015-08-25,4,5,1,3,3,6
2015-08-26,9,5,0,5,4,3
2015-08-27,13,10,1,12,4,6
2015-08-28,4,8,1,4,8,4
2015-08-29,6,4,0,16,5,0
2015-08-30,0,0,0,0,0,0
2015-08-31,9,11,0,11,8,5
2015-09-01,15,7,1,12,9,7
2015-09-02,10,1,1,8,1,4
2015-09-03,18,8,4,12,1,8
2015-09-04,15,7,2,7,6,2
2015-09-05,21,14,3,9,3,11
2015-09-06,0,0,0,0,0,0
2015-09-07,15,2,0,7,1,5
2015-09-08,15,10,0,10,5,9
2015-09-09,30,3,0,11,9,9
2015-09-10,15,16,0,14,3,11
2015-09-11,13,8,0,13,5,6
2015-09-12,20,16,0,11,6,12
2015-09-13,0,0,0,0,0,0
2015-09-14,27,19,3,13,10,8
2015-09-15,27,4,1,10,8,9
2015-09-16,26,9,1,12,8,10
2015-09-17,9,12,4,7,6,12
2015-09-18,9,3,0,8,5,6
2015-09-19,29,16,1,28,11,13
2015-09-20,0,0,0,0,0,0
2015-09-21,12,8,0,13,6,8
2015-09-22,28,12,3,17,8,15
2015-09-23,31,7,0,19,4,11
2015-09-24,12,12,2,21,8,8
2015-09-25,26,12,0,17,6,16
2015-09-26,31,26,5,25,10,20
2015-09-27,0,0,0,0,0,0
2015-09-28,12,12,1,17,4,13
2015-09-29,17,7,1,7,7,12
2015-09-30,30,10,0,10,11,13
2015-10-01,13,7,1,8,3,13
2015-10-02,33,14,0,20,7,17
2015-10-03,36,16,0,16,11,26
2015-10-04,0,0,0,0,0,0
2015-10-05,32,7,2,9,5,4
2015-10-06,12,16,1,15,9,9
2015-10-07,18,5,0,8,7,10
2015-10-08,18,8,2,17,17,17
2015-10-09,24,14,1,15,6,16
2015-10-10,34,11,0,23,9,23
2015-10-11,0,0,0,0,0,0
2015-10-12,28,7,0,15,10,14
2015-10-13,14,8,1,17,8,14
2015-10-14,29,6,0,18,12,10
2015-10-15,50,19,0,18,11,16
2015-10-16,32,9,0,16,9,11
2015-10-17,38,8,0,18,9,18
2015-10-18,0,0,0,0,0,0
2015-10-19,28,6,1,12,4,9
2015-10-20,23,11,2,9,9,14
2015-10-21,18,4,2,13,5,10
2015-10-22,32,10,2,18,6,17
2015-10-23,23,9,1,23,6,12
2015-10-24,38,18,3,16,6,16
2015-10-25,0,0,0,0,0,0
2015-10-26,19,3,1,16,8,12
2015-10-27,18,7,0,18,10,11
2015-10-28,25,3,1,12,8,12
2015-10-29,31,6,1,16,13,11
2015-10-30,27,5,1,16,6,9
2015-10-31,51,9,2,21,22,21
2015-11-01,0,0,0,0,0,0
2015-11-02,23,3,1,12,5,9
2015-11-03,20,9,1,14,11,12
2015-11-04,37,4,1,16,13,9
2015-11-05,39,8,0,10,13,11
2015-11-06,28,6,1,13,14,16
2015-11-07,42,9,2,12,13,13
2015-11-08,0,0,0,0,0,0
2015-11-09,18,4,2,10,8,12
2015-11-10,27,5,1,9,6,10
2015-11-11,33,7,1,15,9,15
2015-11-12,23,4,0,14,12,5
2015-11-13,26,5,1,7,9,6
2015-11-14,37,8,4,15,10,4
2015-11-15,0,0,0,0,0,0
2015-11-16,25,1,0,16,7,5
2015-11-17,19,1,0,8,7,6
2015-11-18,39,5,2,8,7,10
2015-11-19,29,5,3,18,9,9
2015-11-20,30,6,1,10,13,4
2015-11-21,18,3,0,7,12,6
2015-11-22,0,0,0,0,0,0
2015-11-23,18,3,2,5,6,11
2015-11-24,26,3,0,4,11,8
2015-11-25,14,0,1,3,5,2
2015-11-26,29,1,1,8,8,10
2015-11-27,94,4,1,30,44,19
2015-11-28,36,6,1,19,16,6
2015-11-29,0,0,0,0,0,0
2015-11-30,32,2,0,7,14,10
2015-12-01,37,2,1,10,9,12
2015-12-02,33,2,0,15,14,14
2015-12-03,30,2,1,12,26,15
2015-12-04,39,1,2,7,22,11
2015-12-05,25,3,1,8,13,12
2015-12-06,11,0,0,4,1,4
2015-12-07,28,2,2,9,25,13
2015-12-08,12,2,2,6,12,4
2015-12-09,37,1,1,11,7,8
2015-12-10,24,1,1,5,9,6
2015-12-11,35,2,2,10,13,9
2015-12-12,39,0,0,9,15,9
2015-12-13,20,0,2,8,12,5
2015-12-14,26,2,1,8,17,5
2015-12-15,29,3,3,3,20,13
2015-12-16,35,2,1,6,12,5
2015-12-17,37,4,0,15,15,12
2015-12-18,48,4,2,10,16,17
2015-12-19,56,1,1,16,20,11
2015-12-20,24,4,1,4,8,5
2015-12-21,49,1,1,9,16,16
2015-12-22,35,3,3,13,25,10
2015-12-23,43,5,1,14,13,7
2015-12-24,40,4,0,6,21,17
2015-12-25,0,0,0,0,0,0
2015-12-26,0,0,0,0,0,0
2015-12-27,0,0,0,0,0,0
2015-12-28,16,1,1,4,3,3
2015-12-29,0,0,0,2,0,0
2015-12-30,0,0,0,0,0,0
2015-12-31,0,1,0,0,1,0
2016-01-01,0,0,0,0,0,0
2016-01-02,3,4,2,3,1,1
2016-01-03,0,0,0,0,0,0
2016-01-04,0,3,1,0,1,1
2016-01-05,2,0,0,1,3,2
2016-01-06,1,3,0,1,4,1
2016-01-07,3,2,0,1,2,4
2016-01-08,6,1,1,1,3,3
2016-01-09,7,1,0,0,0,2
2016-01-10,0,0,0,0,0,0
2016-01-11,5,0,0,1,0,1
2016-01-12,14,7,0,3,1,1
2016-01-13,9,0,1,6,0,2
2016-01-14,5,1,0,1,4,5
2016-01-15,8,2,0,2,4,4
2016-01-16,5,0,0,2,1,2
2016-01-17,0,0,0,0,0,0
2016-01-18,0,0,0,1,2,0
2016-01-19,3,0,1,0,2,2
2016-01-20,3,0,0,0,1,1
2016-01-21,6,3,0,0,1,4
2016-01-22,6,4,0,2,1,4
2016-01-23,10,10,1,1,2,3
2016-01-24,0,0,0,0,0,0
2016-01-25,6,10,1,3,3,0
2016-01-26,6,0,1,1,4,5
2016-01-27,9,1,0,1,1,3
2016-01-28,10,3,0,2,4,1
2016-01-29,5,2,0,1,0,1
2016-01-30,8,0,1,2,1,3
2016-01-31,0,0,0,0,0,0
2016-02-01,7,1,0,5,1,6
2016-02-02,7,6,0,4,5,6
2016-02-03,3,3,0,0,2,7
2016-02-04,12,5,1,4,2,5
2016-02-05,9,2,2,7,2,6
2016-02-06,7,7,2,11,1,4
2016-02-07,0,0,0,0,0,0
2016-02-08,6,3,1,4,1,3
2016-02-09,12,4,0,5,0,5
2016-02-10,7,4,1,5,2,2
2016-02-11,8,2,1,4,2,5
2016-02-12,13,2,3,3,6,10
2016-02-13,49,12,4,10,7,14
2016-02-14,0,0,0,0,0,0
2016-02-15,21,2,1,2,2,4
2016-02-16,15,7,0,6,1,0
2016-02-17,10,4,3,1,3,3
2016-02-18,9,4,1,4,3,3
2016-02-19,15,4,0,5,1,4
2016-02-20,23,2,1,6,2,4
2016-02-21,0,0,0,0,0,0
2016-02-22,13,3,1,3,6,2
2016-02-23,19,1,0,9,2,3
2016-02-24,11,5,2,4,6,4
2016-02-25,16,15,0,12,5,8
2016-02-26,15,8,2,5,3,6
2016-02-27,15,5,0,7,3,6
2016-02-28,0,0,0,0,0,0
2016-02-29,10,3,1,7,1,5
2016-03-01,11,4,0,5,7,9
2016-03-02,15,16,1,7,6,13
2016-03-03,12,7,2,4,4,4
2016-03-04,19,7,0,9,1,2
2016-03-05,20,11,0,10,4,9
2016-03-06,0,0,0,0,0,0
2016-03-07,17,10,3,6,4,6
2016-03-08,16,13,1,9,4,5
2016-03-09,25,25,0,9,2,12
2016-03-10,12,6,1,5,4,11
2016-03-11,7,9,2,7,0,11
2016-03-12,18,12,0,7,2,9
2016-03-13,0,0,0,0,0,0
2016-03-14,9,2,0,3,4,8
2016-03-15,11,9,1,5,3,1
2016-03-16,12,12,3,8,2,5
2016-03-17,22,11,0,7,2,6
2016-03-18,7,17,1,4,2,7
2016-03-19,13,15,1,7,2,10
2016-03-20,0,0,0,0,0,0
2016-03-21,26,10,0,8,4,7
2016-03-22,23,7,0,10,2,5
2016-03-23,25,11,2,6,7,8
2016-03-24,18,12,0,15,4,14
2016-03-25,35,14,3,9,8,7
2016-03-26,28,22,0,14,10,16
2016-03-27,0,0,0,0,0,0
2016-03-28,0,0,0,0,0,0
2016-03-29,12,8,0,5,1,6
2016-03-30,16,12,0,8,0,12
2016-03-31,17,18,2,17,6,16
2016-04-01,20,12,1,11,7,12
2016-04-02,22,10,1,16,7,10
2016-04-03,0,0,0,0,0,0
2016-04-04,25,15,1,7,8,12
2016-04-05,13,14,0,7,5,13
2016-04-06,24,18,1,9,7,6
2016-04-07,18,16,0,12,4,12
2016-04-08,20,14,0,14,6,16
2016-04-09,21,17,1,8,6,5
2016-04-10,0,0,0,0,0,0
2016-04-11,23,11,0,7,1,9
2016-04-12,17,13,0,11,4,9
2016-04-13,18,19,0,13,4,9
2016-04-14,19,22,0,13,3,16
2016-04-15,30,27,3,22,7,16
2016-04-16,22,24,1,9,1,9
2016-04-17,0,0,0,0,0,0
2016-04-18,26,14,0,9,3,4
2016-04-19,11,7,0,9,6,8
2016-04-20,14,17,0,21,3,12
2016-04-21,19,29,2,20,13,13
2016-04-22,30,19,1,15,8,13
2016-04-23,32,15,1,14,14,18
2016-04-24,0,0,0,0,0,0
2016-04-25,4,6,0,9,3,3
2016-04-26,10,7,1,15,3,10
2016-04-27,16,22,0,10,5,9
2016-04-28,26,16,0,11,5,16
2016-04-29,22,29,2,9,13,7
2016-04-30,29,17,0,16,4,13
2016-05-01,0,0,0,0,0,0
2016-05-02,17,13,0,22,9,5
2016-05-03,16,5,0,6,3,6
2016-05-04,12,16,2,12,4,12
2016-05-05,13,9,2,11,6,9
2016-05-06,29,17,0,15,11,16
2016-05-07,23,9,2,11,2,9
2016-05-08,0,0,0,0,0,0
2016-05-09,22,13,1,8,6,8
2016-05-10,9,13,1,11,10,12
2016-05-11,8,20,1,13,6,7
2016-05-12,25,17,1,20,10,12
2016-05-13,13,11,2,14,2,16
2016-05-14,24,17,1,11,4,7
2016-05-15,0,0,0,0,0,0
2016-05-16,19,15,0,14,3,7
2016-05-17,19,19,0,14,7,11
2016-05-18,29,24,2,18,6,11
2016-05-19,18,25,2,20,5,7
2016-05-20,13,18,1,20,2,9
2016-05-21,28,18,2,17,9,8
2016-05-22,0,0,0,0,0,0
2016-05-23,19,31,2,11,3,6
2016-05-24,15,17,4,20,4,10
2016-05-25,23,15,3,20,14,15
2016-05-26,31,17,2,8,5,9
2016-05-27,41,30,4,21,8,9
2016-05-28,8,26,0,15,12,9
2016-05-29,0,0,0,0,0,0
2016-05-30,25,10,1,9,10,3
2016-05-31,14,15,1,10,14,10
2016-06-01,32,21,0,20,13,6
2016-06-02,15,13,0,7,3,2
2016-06-03,27,21,0,19,11,7
2016-06-04,37,29,3,27,10,8
2016-06-05,0,0,0,0,0,0
2016-06-06,15,23,0,22,12,5
2016-06-07,12,17,1,9,9,1
2016-06-08,29,28,4,19,5,7
2016-06-09,15,21,3,17,12,0
2016-06-10,21,31,2,21,14,2
2016-06-11,11,17,5,11,10,2
2016-06-12,0,0,0,0,0,0
2016-06-13,17,14,2,12,6,0
2016-06-14,16,16,3,9,12,3
2016-06-15,10,26,5,14,3,1
2016-06-16,15,26,4,21,7,2
2016-06-17,30,18,3,21,11,1
2016-06-18,22,21,4,17,8,4
2016-06-19,0,0,0,0,0,0
2016-06-20,18,25,1,20,6,2
2016-06-21,14,17,5,10,11,0
2016-06-22,19,13,5,14,10,1
2016-06-23,9,8,0,14,11,3
2016-06-24,0,2,0,0,0,0
2016-06-25,0,0,0,0,0,0
2016-06-26,0,0,0,0,0,0
2016-06-27,2,1,0,0,1,1
2016-06-28,0,0,0,0,0,0
2016-06-29,0,0,0,0,1,0
2016-06-30,0,0,0,0,0,0
2016-07-01,1,2,0,7,5,0
2016-07-02,3,8,0,6,9,3
2016-07-03,0,0,0,0,0,0
2016-07-04,1,3,1,3,4,0
2016-07-05,5,5,1,11,5,3
2016-07-06,10,1,0,7,7,2
2016-07-07,11,4,0,5,3,6
2016-07-08,7,10,0,6,3,0
2016-07-09,9,2,0,13,3,2
2016-07-10,0,0,0,0,0,0
2016-07-11,6,4,0,4,4,2
2016-07-12,6,2,0,6,7,2
2016-07-13,13,5,0,7,3,4
2016-07-14,6,7,0,2,2,6
2016-07-15,10,5,0,6,4,5
2016-07-16,7,9,0,11,10,4
2016-07-17,0,0,0,0,0,0
2016-07-18,7,0,0,3,5,1
2016-07-19,14,18,0,5,9,5
2016-07-20,8,6,0,10,6,5
2016-07-21,5,4,0,5,7,2
2016-07-22,14,12,0,11,5,4
2016-07-23,10,10,0,7,3,7
2016-07-24,0,0,0,0,0,0
2016-07-25,14,9,0,10,7,1
2016-07-26,5,5,0,9,7,3
2016-07-27,14,8,0,14,6,4
2016-07-28,8,9,0,12,14,5
2016-07-29,21,20,3,15,11,5
2016-07-30,6,15,0,10,10,9
2016-07-31,0,0,0,0,0,0
2016-08-01,8,8,0,13,8,5
2016-08-02,11,4,0,8,10,4
2016-08-03,11,11,1,7,8,5
2016-08-04,18,7,0,10,4,0
2016-08-05,12,5,0,10,14,6
2016-08-06,8,12,0,5,14,2
2016-08-07,0,0,0,0,0,0
2016-08-08,10,8,1,9,4,3
2016-08-09,8,5,0,15,10,7
2016-08-10,9,19,0,13,7,8
2016-08-11,13,11,0,15,17,12
2016-08-12,9,10,3,7,4,8
2016-08-13,18,10,2,15,4,4
2016-08-14,0,0,0,0,0,0
2016-08-15,0,0,0,0,0,0
2016-08-16,9,13,1,7,6,7
2016-08-17,11,10,0,12,3,3
2016-08-18,10,9,0,15,4,5
2016-08-19,10,15,0,12,8,7
2016-08-20,4,11,0,9,8,8
2016-08-21,0,0,0,0,0,0
2016-08-22,10,4,1,14,5,5
2016-08-23,5,6,0,5,13,12
2016-08-24,13,12,0,19,5,12
2016-08-25,13,11,1,13,3,3
2016-08-26,20,16,2,15,17,9
2016-08-27,11,13,0,11,13,10
2016-08-28,0,0,0,0,0,0
2016-08-29,22,9,1,9,9,7
2016-08-30,10,16,0,8,11,4
2016-08-31,20,13,1,19,13,4
2016-09-01,9,12,1,14,8,9
2016-09-02,16,18,0,16,8,10
2016-09-03,17,9,0,17,12,5
2016-09-04,0,0,0,0,0,0
2016-09-05,17,18,0,18,7,20
2016-09-06,14,13,0,2,10,8
2016-09-07,15,13,0,12,5,10
2016-09-08,25,10,3,6,10,6
2016-09-09,21,8,0,23,3,6
2016-09-10,26,25,0,20,7,6
2016-09-11,0,0,0,0,0,0
2016-09-12,10,8,0,13,5,8
2016-09-13,9,10,0,9,3,6
2016-09-14,18,13,0,11,4,6
2016-09-15,16,7,0,14,8,9
2016-09-16,14,9,0,8,2,9
2016-09-17,24,6,1,21,8,12
2016-09-18,0,0,0,0,0,0
2016-09-19,22,17,1,18,5,20
2016-09-20,51,19,1,31,12,22
2016-09-21,32,13,1,10,7,18
2016-09-22,29,23,1,19,9,19
2016-09-23,18,13,0,20,7,18
2016-09-24,25,16,1,20,3,16
2016-09-25,0,0,0,0,0,0
2016-09-26,18,5,2,15,4,16
2016-09-27,11,9,0,6,9,7
2016-09-28,24,14,1,19,4,18
2016-09-29,24,12,0,11,5,13
2016-09-30,32,6,3,15,10,22
2016-10-01,19,20,2,20,9,8
2016-10-02,0,0,0,0,0,0
2016-10-03,18,8,2,12,14,14
2016-10-04,14,15,0,8,6,8
2016-10-05,20,19,3,13,9,21
2016-10-06,24,11,2,12,13,18
2016-10-07,33,11,2,16,9,8
2016-10-08,30,14,1,19,3,10
2016-10-09,0,0,0,0,0,0
2016-10-10,22,17,1,24,11,19
2016-10-11,27,2,4,16,9,12
2016-10-12,24,10,1,20,5,19
2016-10-13,21,4,3,20,16,16
2016-10-14,22,14,2,25,6,17
2016-10-15,39,21,0,27,7,19
2016-10-16,0,0,0,0,0,0
2016-10-17,16,11,2,13,5,10
2016-10-18,18,4,3,19,3,8
2016-10-19,25,4,5,13,2,13
2016-10-20,36,7,2,15,12,16
2016-10-21,29,11,1,15,4,16
2016-10-22,31,12,3,28,6,21
2016-10-23,0,0,0,0,0,0
2016-10-24,17,7,4,13,3,12
2016-10-25,15,5,2,11,5,9
2016-10-26,24,13,3,16,5,23
2016-10-27,11,6,5,18,5,8
2016-10-28,21,8,4,19,5,8
2016-10-29,24,16,1,18,10,19
2016-10-30,0,0,0,0,0,0
2016-10-31,28,6,2,19,11,21
2016-11-01,0,0,0,0,0,0
2016-11-02,16,4,1,9,5,8
2016-11-03,28,8,3,8,11,3
2016-11-04,26,18,1,19,5,13
2016-11-05,27,11,2,11,9,17
2016-11-06,0,0,0,0,0,0
2016-11-07,23,4,3,13,7,10
2016-11-08,25,3,3,9,4,13
2016-11-09,39,13,2,13,5,11
2016-11-10,35,6,1,25,8,8
2016-11-11,37,6,3,23,8,11
2016-11-12,40,14,1,19,10,13
2016-11-13,0,0,0,0,0,0
2016-11-14,24,8,5,8,9,13
2016-11-15,18,0,1,8,6,8
2016-11-16,32,4,3,8,2,15
2016-11-17,31,3,2,23,8,18
2016-11-18,42,14,3,16,11,9
2016-11-19,48,4,3,6,6,6
2016-11-20,0,0,0,0,0,0
2016-11-21,21,6,1,15,4,7
2016-11-22,23,5,2,18,2,5
2016-11-23,12,0,3,3,3,6
2016-11-24,8,2,1,1,4,3
2016-11-25,110,16,3,42,36,43
2016-11-26,63,17,9,27,29,16
2016-11-27,14,3,0,10,5,5
2016-11-28,20,3,0,6,12,10
2016-11-29,9,3,0,3,6,8
2016-11-30,26,7,2,8,8,6
2016-12-01,31,8,1,13,5,9
2016-12-02,23,11,2,5,10,11
2016-12-03,28,12,3,12,6,8
2016-12-04,10,2,0,13,3,2
2016-12-05,19,6,3,6,9,8
2016-12-06,38,5,3,13,10,6
2016-12-07,29,6,2,9,21,13
2016-12-08,14,4,0,8,3,8
2016-12-09,25,6,3,10,11,7
2016-12-10,36,5,1,10,14,5
2016-12-11,8,0,0,7,5,5
2016-12-12,32,6,1,6,10,6
2016-12-13,22,8,1,3,6,4
2016-12-14,20,12,4,8,7,7
2016-12-15,28,3,3,18,11,4
2016-12-16,29,6,2,7,12,8
2016-12-17,33,9,3,18,16,10
2016-12-18,6,1,0,5,5,2
2016-12-19,25,5,1,7,4,5
2016-12-20,33,10,4,7,8,11
2016-12-21,35,5,1,9,10,8
2016-12-22,27,9,5,9,16,15
2016-12-23,17,8,1,16,11,6
2016-12-24,44,12,1,6,19,11
2016-12-25,0,0,0,0,0,0
2016-12-26,0,0,0,0,0,0
2016-12-27,19,3,0,7,6,11
2016-12-28,18,3,1,5,7,6
2016-12-29,3,1,0,0,0,0
2016-12-30,0,0,0,0,0,0
2016-12-31,1,2,0,0,0,0
2017-01-01,0,0,0,0,0,0
2017-01-02,7,0,0,0,0,3
2017-01-03,2,0,0,1,0,0
2017-01-04,1,0,0,0,1,0
2017-01-05,3,0,3,0,1,0
2017-01-06,0,0,0,2,0,0
2017-01-07,2,0,0,2,1,3
2017-01-08,0,0,0,0,0,0
2017-01-09,1,0,0,0,0,1
2017-01-10,1,2,0,2,1,1
2017-01-11,1,0,0,5,1,0
2017-01-12,5,4,1,2,0,3
2017-01-13,3,0,0,2,1,0
2017-01-14,0,0,0,2,2,0
2017-01-15,0,0,0,0,0,0
2017-01-16,0,0,0,1,0,0
2017-01-17,0,2,0,1,0,2
2017-01-18,0,0,0,3,0,0
2017-01-19,2,6,0,1,2,4
2017-01-20,4,3,0,1,2,3
2017-01-21,2,1,1,2,0,0
2017-01-22,0,0,0,0,0,0
2017-01-23,3,0,0,2,0,0
2017-01-24,2,2,2,2,0,2
2017-01-25,1,0,1,5,1,2
2017-01-26,5,1,0,3,1,1
2017-01-27,11,1,0,8,1,6
2017-01-28,9,2,0,5,2,1
2017-01-29,0,0,0,0,0,0
2017-01-30,12,0,0,7,2,0
2017-01-31,5,2,1,4,2,3
2017-02-01,10,2,0,5,0,1
2017-02-02,0,0,0,6,1,3
2017-02-03,2,3,0,10,2,3
2017-02-04,5,3,0,8,1,2
2017-02-05,0,0,0,0,0,0
2017-02-06,0,0,0,0,0,0
2017-02-07,0,0,0,0,0,0
2017-02-08,0,0,0,0,0,0
2017-02-09,0,0,0,0,0,0
2017-02-10,0,0,0,0,0,0
2017-02-11,0,0,0,0,0,0
2017-02-12,0,0,0,0,0,0
2017-02-13,0,0,0,0,0,0
2017-02-14,0,0,0,0,0,0
2017-02-15,0,0,0,0,0,0
2017-02-16,0,0,0,0,0,0
2017-02-17,0,0,0,0,0,0
2017-02-18,0,0,0,0,0,0
2017-02-19,0,0,0,0,0,0
2017-02-20,0,0,0,0,0,0
2017-02-21,0,0,0,0,0,0
2017-02-22,0,0,0,0,0,0
2017-02-23,0,0,0,0,0,0
2017-02-24,0,0,0,0,0,0
2017-02-25,0,0,0,0,0,0
2017-02-26,0,0,0,0,0,0
2017-02-27,0,0,0,0,0,0
2017-02-28,0,0,0,0,0,1
2017-03-01,0,0,0,0,0,0
2017-03-02,74,66,6,70,23,47
2017-03-03,42,39,8,35,15,34
2017-03-04,19,22,0,19,3,13
2017-03-05,0,0,0,0,0,0
2017-03-06,17,11,3,15,3,8
2017-03-07,6,10,0,5,5,6
2017-03-08,23,25,2,22,4,18
2017-03-09,11,17,4,12,4,6
2017-03-10,24,14,1,24,2,11
2017-03-11,20,15,1,14,4,9
2017-03-12,0,0,0,0,0,0
2017-03-13,14,12,0,9,3,11
2017-03-14,23,15,1,12,3,8
2017-03-15,23,16,1,12,0,14
2017-03-16,20,11,1,24,3,5
2017-03-17,15,14,1,13,7,10
2017-03-18,12,11,1,21,1,6
2017-03-19,0,0,0,0,0,0
2017-03-20,11,3,2,15,6,9
2017-03-21,28,9,3,12,5,7
2017-03-22,13,9,3,12,1,12
2017-03-23,31,19,0,18,3,9
2017-03-24,26,13,2,29,4,10
2017-03-25,30,13,0,16,5,10
2017-03-26,0,0,0,0,0,0
2017-03-27,18,10,1,15,0,4
2017-03-28,11,12,0,14,2,15
2017-03-29,15,14,0,22,3,6
2017-03-30,11,12,0,16,7,8
2017-03-31,14,13,2,22,5,18
2017-04-01,12,7,1,12,3,9
2017-04-02,0,0,0,0,0,0
2017-04-03,11,7,0,16,7,9
2017-04-04,24,11,1,17,2,15
2017-04-05,29,15,3,16,2,12
2017-04-06,15,13,0,11,2,12
2017-04-07,30,18,0,22,7,19
2017-04-08,21,21,1,21,5,15
2017-04-09,0,0,0,0,0,0
2017-04-10,28,16,0,20,4,11
2017-04-11,17,11,0,20,5,10
2017-04-12,13,20,0,15,3,8
2017-04-13,21,28,0,23,4,11
2017-04-14,20,17,0,20,6,14
2017-04-15,24,18,3,19,9,23
2017-04-16,0,0,0,0,0,0
2017-04-17,0,0,0,0,0,0
2017-04-18,10,10,2,9,2,9
2017-04-19,17,15,2,13,6,12
2017-04-20,11,23,2,17,4,5
2017-04-21,17,17,2,25,4,6
2017-04-22,19,26,0,25,4,15
2017-04-23,0,0,0,0,0,0
2017-04-24,22,10,0,14,1,13
2017-04-25,7,1,0,2,7,3
2017-04-26,21,9,0,17,3,1
2017-04-27,26,32,0,31,1,11
2017-04-28,32,13,3,22,5,14
2017-04-29,31,28,0,19,5,15
2017-04-30,0,0,0,0,0,0
2017-05-01,0,0,0,0,0,0
2017-05-02,16,11,0,17,3,4
2017-05-03,25,14,0,20,1,9
2017-05-04,20,15,0,22,4,6
2017-05-05,16,8,0,11,1,4
2017-05-06,17,14,1,14,5,10
2017-05-07,0,0,0,0,0,0
