,MAGLIE,CAMICIE,GONNE,PANTALONI,VESTITI,GIACCHE
2015-11-28,31,5,3,13,11,8
2015-11-29,37,5,1,11,12,9
2015-11-30,5,0,0,1,3,6
2015-12-01,14,2,0,3,4,2
2015-12-02,13,4,0,3,14,5
2015-12-03,14,3,1,4,5,1
2015-12-04,22,0,0,1,10,2
2015-12-05,28,7,1,6,18,6
2015-12-06,27,1,0,11,29,7
2015-12-07,22,0,2,1,16,5
2015-12-08,20,3,0,6,12,7
2015-12-09,6,1,1,2,7,0
2015-12-10,7,1,0,3,13,9
2015-12-11,18,1,2,3,7,5
2015-12-12,36,1,4,8,20,7
2015-12-13,43,9,3,12,22,8
2015-12-14,23,6,2,3,11,6
2015-12-15,33,2,0,1,11,3
2015-12-16,21,1,1,2,6,3
2015-12-17,20,2,0,7,11,6
2015-12-18,28,1,0,3,8,3
2015-12-19,40,5,1,6,31,9
2015-12-20,36,3,2,6,23,12
2015-12-21,35,3,3,4,13,7
2015-12-22,32,5,3,4,15,6
2015-12-23,34,1,1,10,22,9
2015-12-24,34,5,2,5,19,15
2015-12-25,0,0,0,0,0,0
2015-12-26,0,0,0,0,0,0
2015-12-27,29,3,1,7,12,8
2015-12-28,15,2,1,3,9,1
2015-12-29,3,0,0,0,1,0
2015-12-30,4,1,0,1,2,3
2015-12-31,6,2,0,2,5,4
2016-01-01,0,0,0,0,0,0
2016-01-02,3,1,0,0,2,0
2016-01-03,2,1,0,1,1,1
2016-01-04,1,0,0,0,0,0
2016-01-05,1,3,0,2,1,0
2016-01-06,6,1,0,0,0,0
2016-01-07,5,0,0,0,1,0
2016-01-08,1,0,0,0,4,0
2016-01-09,2,2,1,0,2,0
2016-01-10,1,5,0,1,2,1
2016-01-11,1,0,0,0,0,0
2016-01-12,0,0,1,1,0,0
2016-01-13,2,0,0,0,0,0
2016-01-14,1,0,0,0,0,1
2016-01-15,2,0,0,0,0,0
2016-01-16,1,0,0,0,0,1
2016-01-17,0,1,0,0,2,0
2016-01-18,0,0,0,0,0,0
2016-01-19,2,0,0,0,2,0
2016-01-20,0,0,0,0,2,0
2016-01-21,0,1,0,0,0,0
2016-01-22,0,0,0,1,0,1
2016-01-23,5,3,0,2,1,2
2016-01-24,3,1,1,0,1,0
2016-01-25,1,0,0,1,1,1
2016-01-26,0,0,0,0,2,0
2016-01-27,0,0,0,0,0,0
2016-01-28,1,2,2,2,0,1
2016-01-29,1,0,0,2,2,3
2016-01-30,6,1,0,2,2,0
2016-01-31,4,3,1,0,1,1
2016-02-01,1,2,0,1,0,0
2016-02-02,0,2,0,1,2,0
2016-02-03,1,0,0,0,1,1
2016-02-04,1,1,0,0,1,0
2016-02-05,0,0,0,0,1,1
2016-02-06,0,3,0,2,1,3
2016-02-07,6,6,1,4,3,4
2016-02-08,0,1,0,2,0,0
2016-02-09,1,0,0,1,1,1
2016-02-10,5,2,2,0,1,7
2016-02-11,4,3,1,2,0,2
2016-02-12,4,2,1,1,1,1
2016-02-13,12,6,2,8,1,6
2016-02-14,5,3,2,1,8,4
2016-02-15,4,3,2,1,0,2
2016-02-16,1,4,0,0,0,0
2016-02-17,5,1,0,3,5,0
2016-02-18,1,2,0,3,4,4
2016-02-19,1,0,2,5,7,7
2016-02-20,15,11,3,8,7,10
2016-02-21,11,5,2,4,8,8
2016-02-22,1,4,1,0,4,4
2016-02-23,6,5,0,3,3,4
2016-02-24,1,2,0,1,6,3
2016-02-25,0,2,0,1,1,1
2016-02-26,9,11,1,7,7,10
2016-02-27,8,10,3,5,3,4
2016-02-28,10,8,3,1,13,8
2016-02-29,1,5,1,1,0,4
2016-03-01,5,4,1,5,5,6
2016-03-02,9,7,1,2,2,1
2016-03-03,3,5,2,2,2,5
2016-03-04,3,4,0,5,4,5
2016-03-05,22,12,3,6,6,5
2016-03-06,6,10,2,6,7,9
2016-03-07,8,2,0,2,6,3
2016-03-08,12,8,0,3,4,2
2016-03-09,3,3,0,2,2,1
2016-03-10,8,4,2,4,6,7
2016-03-11,9,7,0,3,4,2
2016-03-12,15,15,2,11,7,6
2016-03-13,26,14,3,8,12,9
2016-03-14,2,3,0,0,4,2
2016-03-15,9,5,0,1,2,5
2016-03-16,6,7,0,7,3,5
2016-03-17,4,3,0,4,1,5
2016-03-18,13,5,2,8,4,6
2016-03-19,15,12,0,12,10,18
2016-03-20,16,7,0,12,8,16
2016-03-21,6,7,0,3,3,2
2016-03-22,9,5,0,3,3,3
2016-03-23,3,9,2,7,5,3
2016-03-24,8,6,0,2,3,2
2016-03-25,9,10,1,5,3,5
2016-03-26,32,20,1,18,9,11
2016-03-27,0,0,0,0,0,0
2016-03-28,3,4,1,10,5,6
2016-03-29,9,3,0,2,5,1
2016-03-30,12,7,1,5,3,5
2016-03-31,8,5,0,9,5,6
2016-04-01,18,16,1,8,6,12
2016-04-02,16,15,2,7,7,13
2016-04-03,18,29,0,12,5,15
2016-04-04,8,4,0,4,3,5
2016-04-05,8,9,1,8,3,2
2016-04-06,10,6,0,3,8,5
2016-04-07,7,9,1,8,3,9
2016-04-08,7,12,0,2,8,6
2016-04-09,25,24,0,12,10,18
2016-04-10,16,23,0,13,10,17
2016-04-11,5,12,0,8,1,3
2016-04-12,8,7,0,6,0,5
2016-04-13,6,2,1,2,8,4
2016-04-14,7,9,2,1,3,3
2016-04-15,2,5,0,5,2,2
2016-04-16,19,13,0,12,19,13
2016-04-17,13,16,0,10,9,11
2016-04-18,11,13,0,5,6,6
2016-04-19,4,4,0,12,4,2
2016-04-20,12,9,4,8,4,9
2016-04-21,13,10,2,13,7,8
2016-04-22,12,10,1,13,6,10
2016-04-23,24,44,2,21,15,18
2016-04-24,30,27,1,18,9,14
2016-04-25,17,19,0,16,15,12
2016-04-26,7,7,1,7,4,5
2016-04-27,12,5,0,4,0,3
2016-04-28,4,3,0,10,3,6
2016-04-29,10,12,2,7,7,9
2016-04-30,23,22,4,13,12,13
2016-05-01,0,0,0,0,0,0
2016-05-02,4,11,0,7,4,6
2016-05-03,7,5,1,8,3,2
2016-05-04,8,7,2,7,11,6
2016-05-05,14,12,1,6,8,8
2016-05-06,20,15,0,10,8,6
2016-05-07,22,23,2,20,11,10
2016-05-08,25,14,0,8,15,14
2016-05-09,6,4,1,4,9,4
2016-05-10,22,15,0,20,11,8
2016-05-11,7,11,0,8,5,10
2016-05-12,13,11,2,15,13,7
2016-05-13,11,7,1,6,6,5
2016-05-14,30,21,2,23,11,9
2016-05-15,51,36,7,30,16,17
2016-05-16,10,5,2,2,9,1
2016-05-17,16,8,1,11,12,3
2016-05-18,11,17,0,13,5,6
2016-05-19,14,12,0,13,8,11
2016-05-20,5,10,1,5,11,4
2016-05-21,25,20,4,26,6,7
2016-05-22,12,13,0,21,16,8
2016-05-23,9,15,1,8,4,7
2016-05-24,15,7,2,7,3,5
2016-05-25,8,10,0,9,5,2
2016-05-26,9,13,2,6,4,4
2016-05-27,17,8,3,9,6,1
2016-05-28,25,25,1,23,12,4
2016-05-29,23,25,1,25,9,3
2016-05-30,11,3,2,12,7,1
2016-05-31,9,7,1,7,5,4
2016-06-01,10,12,2,12,9,4
2016-06-02,26,25,2,24,20,7
2016-06-03,21,26,2,18,13,5
2016-06-04,21,22,2,25,5,7
2016-06-05,12,15,0,19,10,5
2016-06-06,6,9,1,5,9,4
2016-06-07,6,12,1,17,5,3
2016-06-08,9,11,3,14,8,4
2016-06-09,10,19,1,19,5,3
2016-06-10,15,8,3,22,6,3
2016-06-11,28,8,1,17,10,2
2016-06-12,33,29,4,24,11,9
2016-06-13,13,13,2,12,5,4
2016-06-14,3,7,1,6,7,4
2016-06-15,9,7,3,11,5,2
2016-06-16,6,11,3,8,11,4
2016-06-17,9,8,1,15,10,1
2016-06-18,9,9,0,12,16,5
2016-06-19,15,15,3,24,23,5
2016-06-20,3,7,0,7,14,1
2016-06-21,3,9,2,11,9,3
2016-06-22,6,9,3,11,10,2
2016-06-23,6,8,1,9,4,1
2016-06-24,2,0,0,1,0,0
2016-06-25,1,1,0,3,1,0
2016-06-26,1,0,0,0,0,0
2016-06-27,1,0,0,1,0,0
2016-06-28,0,0,1,2,0,0
2016-06-29,0,0,0,1,0,0
2016-06-30,0,0,1,1,0,0
2016-07-01,0,0,0,0,1,0
2016-07-02,4,0,0,2,3,0
2016-07-03,0,0,0,2,1,0
2016-07-04,1,0,0,0,1,0
2016-07-05,8,2,0,3,2,0
2016-07-06,6,1,0,1,3,0
2016-07-07,5,1,0,3,2,0
2016-07-08,6,2,0,7,2,0
2016-07-09,6,3,0,7,1,0
2016-07-10,4,5,0,3,1,0
2016-07-11,2,0,0,1,0,0
2016-07-12,1,0,0,2,3,0
2016-07-13,4,2,0,1,0,0
2016-07-14,2,0,0,1,0,0
2016-07-15,6,3,1,3,0,2
2016-07-16,7,3,1,3,2,0
2016-07-17,6,1,0,5,2,0
2016-07-18,0,0,0,2,3,0
2016-07-19,6,2,0,5,1,0
2016-07-20,3,2,0,0,1,0
2016-07-21,4,0,0,4,1,2
2016-07-22,2,2,0,3,0,0
2016-07-23,5,2,0,3,4,1
2016-07-24,5,0,0,6,4,1
2016-07-25,6,2,0,2,0,1
2016-07-26,2,2,0,3,0,0
2016-07-27,6,0,0,2,2,0
2016-07-28,4,2,0,4,7,0
2016-07-29,3,3,0,3,6,1
2016-07-30,10,5,0,5,1,2
2016-07-31,4,2,0,2,4,0
2016-08-01,5,7,0,4,1,2
2016-08-02,1,0,0,0,0,0
2016-08-03,3,3,1,1,2,1
2016-08-04,3,4,1,6,2,0
2016-08-05,3,1,0,3,3,0
2016-08-06,10,10,0,6,5,4
2016-08-07,5,4,2,5,6,0
2016-08-08,2,2,0,5,6,2
2016-08-09,3,3,0,4,5,1
2016-08-10,2,6,1,8,4,0
2016-08-11,6,3,1,5,4,0
2016-08-12,2,4,0,4,2,0
2016-08-13,10,5,3,9,5,0
2016-08-14,0,10,1,8,5,2
2016-08-15,0,0,0,0,0,0
2016-08-16,8,5,0,6,2,2
2016-08-17,12,5,2,16,4,4
2016-08-18,11,4,0,3,7,1
2016-08-19,7,5,0,8,4,2
2016-08-20,2,4,0,3,5,2
2016-08-21,2,5,0,7,6,3
2016-08-22,2,7,1,6,3,2
2016-08-23,5,2,1,9,7,3
2016-08-24,9,3,0,11,1,0
2016-08-25,3,6,0,6,5,3
2016-08-26,6,6,1,5,7,1
2016-08-27,2,6,0,4,2,0
2016-08-28,2,2,0,3,1,3
2016-08-29,4,2,0,4,2,2
2016-08-30,2,3,2,5,5,3
2016-08-31,4,2,0,7,6,3
2016-09-01,12,8,0,7,2,5
2016-09-02,4,3,1,3,4,4
2016-09-03,13,10,1,7,4,3
2016-09-04,8,6,0,5,10,6
2016-09-05,6,3,0,5,6,2
2016-09-06,10,7,1,8,8,10
2016-09-07,12,5,0,9,4,6
2016-09-08,15,5,1,6,6,6
2016-09-09,7,4,0,5,3,4
2016-09-10,11,8,0,19,8,10
2016-09-11,21,14,0,16,10,21
2016-09-12,10,3,1,10,5,5
2016-09-13,6,2,0,6,9,4
2016-09-14,7,10,0,13,6,11
2016-09-15,10,11,0,11,3,5
2016-09-16,15,9,0,15,8,8
2016-09-17,22,21,0,12,12,16
2016-09-18,31,14,1,24,15,18
2016-09-19,8,6,1,8,4,5
2016-09-20,8,11,2,7,4,6
2016-09-21,11,7,1,6,5,5
2016-09-22,12,7,1,7,6,5
2016-09-23,15,6,0,13,4,9
2016-09-24,20,16,1,15,6,11
2016-09-25,14,15,3,14,9,15
2016-09-26,5,5,2,8,5,6
2016-09-27,5,3,0,7,7,4
2016-09-28,14,6,2,9,4,5
2016-09-29,7,4,0,5,5,1
2016-09-30,12,2,1,14,2,5
2016-10-01,19,15,2,20,5,13
2016-10-02,41,7,2,23,8,15
2016-10-03,11,4,2,7,11,8
2016-10-04,3,5,1,9,3,4
2016-10-05,3,3,0,4,7,5
2016-10-06,9,13,1,12,5,14
2016-10-07,18,9,0,14,3,9
2016-10-08,25,13,5,19,12,16
2016-10-09,19,14,0,13,9,11
2016-10-10,7,3,1,7,4,5
2016-10-11,9,2,0,3,2,9
2016-10-12,6,4,1,6,6,9
2016-10-13,11,3,0,6,6,6
2016-10-14,15,5,3,8,5,11
2016-10-15,23,15,2,23,14,19
2016-10-16,29,7,0,23,10,19
2016-10-17,12,2,0,10,5,1
2016-10-18,12,2,2,7,6,7
2016-10-19,4,5,2,7,6,2
2016-10-20,6,4,0,8,6,3
2016-10-21,14,5,2,13,6,11
2016-10-22,18,6,2,13,13,11
2016-10-23,19,8,2,15,15,17
2016-10-24,9,5,1,5,6,8
2016-10-25,10,1,2,11,6,8
2016-10-26,14,3,0,5,2,3
2016-10-27,17,4,1,14,5,1
2016-10-28,12,1,0,8,6,3
2016-10-29,26,3,1,15,7,12
2016-10-30,16,13,1,18,7,9
2016-10-31,27,2,2,13,6,8
2016-11-01,27,6,3,9,5,11
2016-11-02,4,1,0,5,0,1
2016-11-03,19,5,1,9,5,3
2016-11-04,5,1,1,3,4,9
2016-11-05,18,5,3,9,19,15
2016-11-06,24,5,3,14,11,11
2016-11-07,10,2,0,1,7,8
2016-11-08,15,2,3,8,7,2
2016-11-09,14,1,1,11,3,3
2016-11-10,22,6,1,8,9,8
2016-11-11,24,1,0,16,1,4
2016-11-12,25,6,1,12,6,8
2016-11-13,34,7,1,22,12,5
2016-11-14,9,2,0,6,1,8
2016-11-15,13,2,1,4,4,12
2016-11-16,11,3,0,9,2,2
2016-11-17,20,1,0,4,6,5
2016-11-18,23,3,1,8,5,6
2016-11-19,29,4,3,10,7,14
2016-11-20,19,5,0,7,12,13
2016-11-21,13,1,0,7,2,6
2016-11-22,9,0,0,7,7,4
2016-11-23,8,0,2,4,1,2
2016-11-24,14,3,0,7,12,2
2016-11-25,54,14,3,30,18,14
2016-11-26,31,10,4,16,17,16
2016-11-27,38,11,3,22,24,17
2016-11-28,8,5,0,3,4,1
2016-11-29,8,0,0,9,9,6
2016-11-30,17,0,1,7,7,6
2016-12-01,9,7,0,3,6,5
2016-12-02,17,6,1,12,3,11
2016-12-03,35,10,1,16,11,19
2016-12-04,27,4,1,8,14,9
2016-12-05,16,3,1,4,5,9
2016-12-06,19,1,0,10,8,3
2016-12-07,17,6,1,3,3,9
2016-12-08,36,3,3,14,13,12
2016-12-09,26,4,3,7,15,4
2016-12-10,33,3,6,12,11,6
2016-12-11,45,9,2,14,19,5
2016-12-12,15,2,1,9,7,5
2016-12-13,13,4,1,5,8,4
2016-12-14,23,1,0,4,10,9
2016-12-15,13,5,0,3,5,7
2016-12-16,22,4,1,3,8,2
2016-12-17,38,8,2,16,16,4
2016-12-18,55,6,3,15,15,8
2016-12-19,43,2,2,7,11,9
2016-12-20,29,3,0,11,17,12
2016-12-21,28,5,1,10,10,5
2016-12-22,32,7,1,12,12,6
2016-12-23,43,4,0,10,18,11
2016-12-24,49,5,1,10,8,6
2016-12-25,0,0,0,0,0,0
2016-12-26,0,0,0,0,0,0
2016-12-27,21,1,2,5,12,9
2016-12-28,22,5,1,13,13,5
2016-12-29,7,0,0,2,0,0
2016-12-30,3,1,0,0,0,3
2016-12-31,2,2,0,3,2,0
2017-01-01,0,0,0,0,0,0
2017-01-02,2,0,0,1,0,0
2017-01-03,1,0,0,0,0,0
2017-01-04,2,0,0,2,0,0
2017-01-05,4,0,0,1,0,0
2017-01-06,0,0,0,0,0,0
2017-01-07,1,0,0,0,0,0
2017-01-08,0,1,0,1,0,0
2017-01-09,0,0,0,0,0,0
2017-01-10,0,0,0,0,0,0
2017-01-11,0,0,0,1,1,0
2017-01-12,0,0,0,0,0,0
2017-01-13,0,0,0,1,0,0
2017-01-14,2,0,0,0,0,0
2017-01-15,1,0,0,0,1,1
2017-01-16,3,0,0,1,2,0
2017-01-17,1,0,0,0,1,0
2017-01-18,0,2,1,1,0,2
2017-01-19,0,0,0,1,0,0
2017-01-20,1,3,0,1,1,2
2017-01-21,2,3,1,4,2,2
2017-01-22,2,1,0,6,0,1
2017-01-23,2,0,1,1,2,0
2017-01-24,2,0,0,0,0,0
2017-01-25,1,1,0,0,1,0
2017-01-26,1,2,0,2,1,0
2017-01-27,0,2,0,5,1,0
2017-01-28,0,2,1,0,0,2
2017-01-29,1,1,1,2,0,1
2017-01-30,1,1,0,0,1,1
2017-01-31,1,0,0,3,0,0
2017-02-01,1,1,0,2,1,0
2017-02-02,4,0,0,4,0,0
2017-02-03,4,0,0,1,1,0
2017-02-04,9,4,0,5,2,1
2017-02-05,8,2,0,3,3,2
2017-02-06,3,3,1,9,1,1
2017-02-07,0,0,0,1,3,0
2017-02-08,1,0,0,2,2,0
2017-02-09,6,0,2,0,0,0
2017-02-10,1,3,0,2,2,5
2017-02-11,6,7,1,7,3,2
2017-02-12,3,5,2,5,2,4
2017-02-13,1,1,0,2,0,1
2017-02-14,8,3,0,1,1,2
2017-02-15,7,5,0,6,7,2
2017-02-16,6,3,0,3,3,1
2017-02-17,0,1,1,1,1,2
2017-02-18,9,20,2,11,2,6
2017-02-19,12,7,0,7,5,3
2017-02-20,1,9,3,3,0,1
2017-02-21,4,4,0,2,1,2
2017-02-22,4,1,0,1,3,5
2017-02-23,5,5,1,2,5,6
2017-02-24,8,3,2,6,6,9
2017-02-25,12,12,2,8,6,5
2017-02-26,7,17,2,7,3,11
2017-02-27,5,1,0,2,2,3
2017-02-28,5,5,1,6,3,8
2017-03-01,1,7,0,4,1,0
2017-03-02,2,7,0,9,1,2
2017-03-03,5,4,0,5,2,5
2017-03-04,7,10,3,8,1,12
2017-03-05,11,14,0,12,4,9
2017-03-06,8,2,0,6,1,6
2017-03-07,8,6,0,5,3,3
2017-03-08,6,4,1,2,8,6
2017-03-09,12,3,0,6,2,1
2017-03-10,5,11,0,7,3,5
2017-03-11,14,18,1,18,8,11
2017-03-12,14,9,0,19,10,8
2017-03-13,5,3,0,3,7,3
2017-03-14,6,5,1,5,0,4
2017-03-15,5,4,0,4,2,3
2017-03-16,9,8,1,8,8,3
2017-03-17,6,12,1,15,4,3
2017-03-18,16,14,3,15,11,17
2017-03-19,17,16,4,18,7,19
2017-03-20,5,5,1,6,10,6
2017-03-21,3,7,2,9,2,6
2017-03-22,3,5,0,3,4,4
2017-03-23,4,6,1,6,3,7
2017-03-24,18,5,0,4,7,5
2017-03-25,16,24,3,17,2,14
2017-03-26,23,12,4,16,9,15
2017-03-27,4,7,1,8,2,4
2017-03-28,13,9,0,7,10,3
2017-03-29,11,3,0,6,5,6
2017-03-30,7,8,0,9,6,13
2017-03-31,2,9,0,3,4,4
2017-04-01,36,19,0,17,10,8
2017-04-02,17,20,2,16,24,26
2017-04-03,1,5,0,5,7,7
2017-04-04,4,1,0,1,6,3
2017-04-05,18,8,0,9,5,7
2017-04-06,6,10,0,2,8,10
2017-04-07,15,17,3,10,2,4
2017-04-08,17,13,0,11,9,12
2017-04-09,16,22,0,10,7,10
2017-04-10,4,6,0,5,5,6
2017-04-11,11,13,0,12,3,2
2017-04-12,8,11,1,7,5,9
2017-04-13,17,15,1,7,15,7
2017-04-14,17,13,1,16,6,8
2017-04-15,23,19,1,13,11,14
2017-04-16,0,0,0,0,0,0
2017-04-17,5,3,0,1,1,2
2017-04-18,7,10,2,7,6,7
2017-04-19,9,9,0,8,3,7
2017-04-20,17,11,0,11,10,9
2017-04-21,11,20,1,12,12,10
2017-04-22,16,25,4,13,19,10
2017-04-23,22,31,2,24,13,14
2017-04-24,7,15,0,11,9,8
2017-04-25,15,15,1,12,6,3
2017-04-26,6,5,0,6,4,7
2017-04-27,6,9,1,8,10,5
2017-04-28,12,10,0,11,7,7
2017-04-29,16,21,0,17,11,11
2017-04-30,14,23,0,23,14,13
2017-05-01,8,11,1,7,3,6
2017-05-02,8,6,1,8,10,8
2017-05-03,13,8,0,11,6,7
2017-05-04,16,12,0,12,5,9
2017-05-05,10,4,1,6,8,6
2017-05-06,18,30,0,15,9,10
2017-05-07,20,21,0,14,20,12
2017-05-08,8,10,0,3,6,1
2017-05-09,2,3,0,2,5,2
2017-05-10,20,14,1,12,3,3
2017-05-11,22,20,0,17,9,3
2017-05-12,13,4,1,8,15,3
2017-05-13,27,18,2,16,20,8
2017-05-14,16,18,0,22,13,9
2017-05-15,2,4,0,7,4,5
2017-05-16,11,6,0,13,4,5
2017-05-17,4,12,0,9,7,6
2017-05-18,17,16,0,16,3,2
2017-05-19,21,23,2,28,11,9
2017-05-20,29,17,1,19,20,8
2017-05-21,40,26,3,34,12,9
2017-05-22,11,10,0,11,5,2
2017-05-23,6,8,2,6,5,4
